Trocha(mm),Peralte(mm),Distancia(m),Latitud,Longitud,Velocidad(km/h),HoraGPS
998.4, -100.73,31.634, No data,No data,0.0,00:00:00
997.6, -28.17,33.043, No data,No data,0.0,00:00:00
994.2, -24.53,34.765, No data,No data,0.0,00:00:00
994.9, -71.95,36.442, No data,No data,0.0,00:00:00
994.1, -53.69,38.101, No data,No data,0.0,00:00:00
993.9, -168.62,39.777, No data,No data,0.0,00:00:00
996.2, -98.28,41.655, No data,No data,0.0,00:00:00
1000.8, -33.13,43.266, No data,No data,0.0,00:00:00
1002.2, -70.23,44.967, No data,No data,0.0,00:00:00
1005.6, -105.76,46.681, No data,No data,0.0,00:00:00
1008.6, -48.28,48.344, No data,No data,0.0,00:00:00
1003.0, -50.81,49.878, No data,No data,0.0,00:00:00
998.4, -58.03,51.566, No data,No data,0.0,00:00:00
995.2, -26.05,53.835, No data,No data,0.0,00:00:00
996.2, 4.07,56.166, No data,No data,0.0,00:00:00
997.0, -74.33,56.485, No data,No data,0.0,00:00:00
997.7, -12.14,58.236, No data,No data,0.0,00:00:00
997.4, -8.41,59.417, No data,No data,0.0,00:00:00
998.0, 1.46,59.750, -34.597323,-58.388773,0.0,11:48:11
997.5, -0.78,60.851, No data,No data,0.0,00:00:00
998.7, 2.58,62.709, No data,No data,0.0,00:00:00
998.7, -12.53,65.631, No data,No data,0.0,00:00:00
1000.1, 22.37,67.942, No data,No data,0.0,00:00:00
1000.8, -54.24,69.092, No data,No data,0.0,00:00:00
997.2, -102.66,72.186, No data,No data,0.0,00:00:00
997.9, -44.58,74.914, No data,No data,0.0,00:00:00
999.7, -39.99,77.611, No data,No data,0.0,00:00:00
997.5, -73.07,80.464, No data,No data,0.0,00:00:00
1002.5, -62.01,83.595, No data,No data,0.0,00:00:00
1004.5, -90.46,86.918, No data,No data,0.0,00:00:00
1001.4, -143.47,90.499, No data,No data,0.0,00:00:00
1002.5, -84.66,94.214, No data,No data,0.0,00:00:00
1003.0, -48.75,97.966, No data,No data,0.0,00:00:00
1001.8, -196.09,101.745, No data,No data,0.0,00:00:00
1002.2, -38.23,105.277, No data,No data,0.0,00:00:00
1004.2, -109.36,108.492, -34.597354,-58.388678,0.0,11:48:20
1003.6, -73.89,111.870, No data,No data,0.0,00:00:00
1003.0, -33.58,114.974, -34.597354,-58.388670,0.0,11:48:21
1001.8, -107.61,118.420, No data,No data,0.0,00:00:00
998.8, -67.94,121.766, -34.597358,-58.388663,0.0,11:48:22
993.1, -90.56,125.157, No data,No data,0.0,00:00:00
996.4, -43.21,128.402, -34.597362,-58.388655,0.0,11:48:23
996.6, -81.00,132.068, No data,No data,0.0,00:00:00
1001.2, -133.72,135.525, -34.597365,-58.388648,0.0,11:48:24
1003.8, -148.12,139.076, No data,No data,0.0,00:00:00
1001.9, -108.56,142.163, -34.597365,-58.388644,0.0,11:48:25
998.0, -74.22,145.471, No data,No data,0.0,00:00:00
999.3, -49.50,148.650, -34.597369,-58.388632,0.0,11:48:26
999.7, -1.91,151.975, No data,No data,0.0,00:00:00
1001.2, -68.10,155.040, -34.597373,-58.388621,0.0,11:48:27
1000.5, -173.62,158.252, No data,No data,0.0,00:00:00
997.9, -122.86,161.383, -34.597377,-58.388609,0.0,11:48:28
998.9, -112.90,164.536, No data,No data,0.0,00:00:00
1004.6, -147.67,167.760, -34.597381,-58.388598,0.0,11:48:29
1010.4, -154.15,171.030, No data,No data,0.0,00:00:00
1005.2, -108.16,174.092, No data,No data,0.0,00:00:00
1000.6, -101.51,177.074, No data,No data,0.0,00:00:00
1000.0, -176.33,179.908, No data,No data,0.0,00:00:00
1000.6, -103.75,182.660, No data,No data,0.0,00:00:00
999.4, -118.56,185.137, No data,No data,0.0,00:00:00
1000.0, -122.18,187.428, No data,No data,0.0,00:00:00
999.1, -101.54,189.193, No data,No data,0.0,00:00:00
997.2, -98.00,190.625, No data,No data,0.0,00:00:00
1000.5, -57.03,191.592, No data,No data,0.0,00:00:00
1000.9, -56.12,192.282, No data,No data,0.0,00:00:00
1000.6, 15.28,192.733, No data,No data,0.0,00:00:00
1001.3, -53.52,193.281, No data,No data,0.0,00:00:00
1001.5, -95.61,194.237, No data,No data,0.0,00:00:00
1002.6, -89.35,195.531, No data,No data,0.0,00:00:00
1001.6, -51.67,196.961, No data,No data,0.0,00:00:00
1001.4, -123.47,198.579, No data,No data,0.0,00:00:00
999.2, -32.14,200.105, No data,No data,0.0,00:00:00
1000.1, -158.42,201.583, -34.597415,-58.388491,0.0,11:49:00
1001.3, -99.15,203.215, No data,No data,0.0,00:00:00
1004.2, -76.18,204.563, -34.597411,-58.388487,0.0,11:49:01
1000.7, -46.20,206.498, No data,No data,0.0,00:00:00
998.8, -62.71,208.098, -34.597415,-58.388484,0.0,11:49:02
997.8, -118.00,209.330, No data,No data,0.0,00:00:00
998.9, -19.63,211.323, No data,No data,0.0,00:00:00
1000.3, -51.23,213.415, No data,No data,0.0,00:00:00
1002.3, -103.92,215.405, No data,No data,0.0,00:00:00
1004.3, -24.06,217.455, No data,No data,0.0,00:00:00
1004.5, 14.00,219.490, No data,No data,0.0,00:00:00
1004.8, -33.64,221.158, No data,No data,0.0,00:00:00
1004.0, -23.30,222.755, No data,No data,0.0,00:00:00
1003.6, -33.04,224.721, No data,No data,0.0,00:00:00
1002.0, -60.11,226.728, No data,No data,0.0,00:00:00
1000.8, -57.23,228.776, No data,No data,0.0,00:00:00
999.6, -58.10,230.682, No data,No data,0.0,00:00:00
1000.0, -25.07,232.482, No data,No data,0.0,00:00:00
1001.1, -72.77,234.540, No data,No data,0.0,00:00:00
1001.0, -92.76,236.728, No data,No data,0.0,00:00:00
1000.1, -84.65,238.782, No data,No data,0.0,00:00:00
1001.8, -89.47,240.727, -34.597430,-58.388403,0.0,11:49:16
1002.9, -76.27,242.977, No data,No data,0.0,00:00:00
1005.6, -89.61,245.402, -34.597430,-58.388396,0.0,11:49:17
1005.8, -31.24,247.597, No data,No data,0.0,00:00:00
1007.8, -56.32,249.751, -34.597434,-58.388388,0.0,11:49:18
1008.1, -47.69,252.114, No data,No data,0.0,00:00:00
1012.0, -162.51,254.175, -34.597434,-58.388384,0.0,11:49:19
1012.5, -119.32,256.050, No data,No data,0.0,00:00:00
1007.6, -41.45,258.072, -34.597434,-58.388381,0.0,11:49:20
1006.2, -69.57,260.385, No data,No data,0.0,00:00:00
1006.8, -21.50,262.368, -34.597438,-58.388373,0.0,11:49:21
1006.5, -71.84,264.578, No data,No data,0.0,00:00:00
1006.5, -20.18,266.531, -34.597442,-58.388365,0.0,11:49:22
1007.2, -21.88,268.602, No data,No data,0.0,00:00:00
1007.8, -17.57,270.621, -34.597442,-58.388362,0.0,11:49:23
1006.2, -68.82,272.546, No data,No data,0.0,00:00:00
1006.1, -86.65,274.608, No data,No data,0.0,00:00:00
1003.4, -105.35,276.698, No data,No data,0.0,00:00:00
999.6, -77.14,278.848, No data,No data,0.0,00:00:00
1000.1, -61.30,280.996, No data,No data,0.0,00:00:00
998.5, -52.62,283.181, No data,No data,0.0,00:00:00
996.2, -65.90,285.403, No data,No data,0.0,00:00:00
999.3, -48.56,287.561, No data,No data,0.0,00:00:00
1006.0, -68.05,289.912, No data,No data,0.0,00:00:00
1011.3, -132.77,291.857, No data,No data,0.0,00:00:00
1007.7, -83.40,294.101, No data,No data,0.0,00:00:00
1005.5, -90.73,296.180, No data,No data,0.0,00:00:00
1005.0, -52.04,298.149, No data,No data,0.0,00:00:00
1004.0, -65.29,300.069, No data,No data,0.0,00:00:00
1001.3, -78.02,302.457, No data,No data,0.0,00:00:00
1000.3, -50.67,304.581, No data,No data,0.0,00:00:00
999.2, -15.34,306.982, No data,No data,0.0,00:00:00
997.1, -50.50,309.412, No data,No data,0.0,00:00:00
998.7, -18.87,311.683, No data,No data,0.0,00:00:00
998.8, -34.17,313.900, No data,No data,0.0,00:00:00
1000.8, -46.58,316.262, No data,No data,0.0,00:00:00
1001.5, -37.45,318.502, No data,No data,0.0,00:00:00
1002.7, -57.34,320.841, No data,No data,0.0,00:00:00
1003.0, -25.53,323.283, No data,No data,0.0,00:00:00
1004.1, -78.42,324.383, No data,No data,0.0,00:00:00
994.8, 5.74,325.689, No data,No data,0.0,00:00:00
997.2, -57.40,327.611, -34.597468,-58.388270,0.0,11:49:38
997.4, -71.94,329.691, No data,No data,0.0,00:00:00
997.1, -47.89,331.790, -34.597472,-58.388266,0.0,11:49:39
998.3, -33.04,333.861, No data,No data,0.0,00:00:00
997.0, -61.86,336.169, -34.597472,-58.388262,0.0,11:49:40
996.2, -55.11,338.598, No data,No data,0.0,00:00:00
995.9, -46.35,340.911, -34.597472,-58.388255,0.0,11:49:41
996.3, -82.47,343.432, No data,No data,0.0,00:00:00
997.5, -50.34,345.680, -34.597472,-58.388243,0.0,11:49:42
1000.4, -100.37,348.159, No data,No data,0.0,00:00:00
1005.0, -75.30,350.460, -34.597472,-58.388236,0.0,11:49:43
1008.5, 44.53,352.654, No data,No data,0.0,00:00:00
1006.7, -17.17,354.686, -34.597472,-58.388228,0.0,11:49:44
1004.9, -40.78,356.825, No data,No data,0.0,00:00:00
1001.0, -66.22,358.958, No data,No data,0.0,00:00:00
997.8, -39.36,361.259, No data,No data,0.0,00:00:00
997.0, -39.14,363.385, No data,No data,0.0,00:00:00
998.7, -20.37,365.508, No data,No data,0.0,00:00:00
1000.2, -21.15,367.548, No data,No data,0.0,00:00:00
1000.8, -30.88,369.813, No data,No data,0.0,00:00:00
1002.5, -47.97,372.098, No data,No data,0.0,00:00:00
1003.1, -45.38,374.252, No data,No data,0.0,00:00:00
1003.2, -69.92,376.498, No data,No data,0.0,00:00:00
1004.5, -32.69,378.436, No data,No data,0.0,00:00:00
1005.5, -74.96,380.568, No data,No data,0.0,00:00:00
1006.3, -10.03,382.472, No data,No data,0.0,00:00:00
1007.7, -24.34,384.330, No data,No data,0.0,00:00:00
1008.0, -33.38,386.391, No data,No data,0.0,00:00:00
1010.3, -51.94,388.437, No data,No data,0.0,00:00:00
1008.1, -81.93,390.617, No data,No data,0.0,00:00:00
1006.6, -7.21,392.479, No data,No data,0.0,00:00:00
1004.3, -34.56,394.506, No data,No data,0.0,00:00:00
1004.0, -48.05,396.514, No data,No data,0.0,00:00:00
1002.9, -93.12,398.681, No data,No data,0.0,00:00:00
1001.7, -40.27,400.772, No data,No data,0.0,00:00:00
1001.0, -38.55,402.924, No data,No data,0.0,00:00:00
1000.6, -52.18,405.128, No data,No data,0.0,00:00:00
998.1, -76.84,407.513, No data,No data,0.0,00:00:00
1000.6, -69.37,409.730, No data,No data,0.0,00:00:00
1000.6, -30.69,411.965, No data,No data,0.0,00:00:00
1000.9, -97.43,414.098, No data,No data,0.0,00:00:00
1003.5, -62.26,416.390, No data,No data,0.0,00:00:00
1005.4, -8.14,418.620, No data,No data,0.0,00:00:00
1005.3, -13.20,420.861, No data,No data,0.0,00:00:00
1005.8, -38.19,422.858, No data,No data,0.0,00:00:00
1001.0, -64.72,423.116, No data,No data,0.0,00:00:00
1001.1, -17.43,424.430, No data,No data,0.0,00:00:00
1001.9, -0.43,425.419, No data,No data,0.0,00:00:00
1002.9, -2.30,426.393, No data,No data,0.0,00:00:00
1002.5, -16.53,427.513, No data,No data,0.0,00:00:00
1005.8, -23.54,428.987, No data,No data,0.0,00:00:00
1004.8, -36.83,430.504, No data,No data,0.0,00:00:00
1003.5, -64.89,432.149, No data,No data,0.0,00:00:00
1001.6, -16.88,433.786, No data,No data,0.0,00:00:00
1000.3, -32.92,435.686, No data,No data,0.0,00:00:00
996.7, -35.21,437.519, No data,No data,0.0,00:00:00
995.1, -63.41,439.426, No data,No data,0.0,00:00:00
996.1, -79.10,441.163, No data,No data,0.0,00:00:00
998.4, -8.43,442.925, No data,No data,0.0,00:00:00
1000.7, -60.03,444.579, No data,No data,0.0,00:00:00
1002.6, -35.44,446.525, No data,No data,0.0,00:00:00
1006.0, -41.76,448.306, No data,No data,0.0,00:00:00
1009.6, -21.57,450.239, No data,No data,0.0,00:00:00
1006.6, -107.37,452.291, No data,No data,0.0,00:00:00
1008.7, -47.72,454.240, No data,No data,0.0,00:00:00
1008.5, -21.35,456.064, No data,No data,0.0,00:00:00
1006.6, -12.29,457.935, No data,No data,0.0,00:00:00
1005.9, -50.40,459.967, No data,No data,0.0,00:00:00
1004.5, -40.01,461.844, No data,No data,0.0,00:00:00
1004.2, 11.56,463.525, No data,No data,0.0,00:00:00
1003.4, -0.99,465.395, No data,No data,0.0,00:00:00
1002.2, -25.13,467.531, No data,No data,0.0,00:00:00
1004.5, -24.44,469.527, No data,No data,0.0,00:00:00
1006.0, -21.10,471.806, No data,No data,0.0,00:00:00
1008.5, -58.43,473.995, No data,No data,0.0,00:00:00
1008.7, -13.64,476.310, No data,No data,0.0,00:00:00
1007.7, -29.61,478.522, -34.597541,-58.387995,0.0,11:50:18
1005.8, -1.01,480.811, No data,No data,0.0,00:00:00
1006.7, -22.44,482.939, -34.597545,-58.387991,0.0,11:50:19
1006.7, -29.77,485.086, No data,No data,0.0,00:00:00
1008.0, -36.20,486.463, -34.597549,-58.387984,0.0,11:50:20
1006.5, -13.79,488.110, No data,No data,0.0,00:00:00
1006.1, -1.57,489.175, -34.597549,-58.387980,0.0,11:50:21
1004.7, -30.83,491.326, No data,No data,0.0,00:00:00
1004.9, -6.63,492.151, -34.597552,-58.387976,0.0,11:50:22
1004.1, -27.62,492.889, No data,No data,0.0,00:00:00
1002.5, -27.38,493.934, -34.597556,-58.387969,0.0,11:50:23
1001.9, 2.57,496.004, No data,No data,0.0,00:00:00
1001.2, -17.06,497.308, -34.597556,-58.387961,0.0,11:50:24
1000.7, 4.25,497.905, No data,No data,0.0,00:00:00
1000.0, -129.65,500.048, -34.597560,-58.387950,0.0,11:50:25
1000.1, -69.71,502.148, No data,No data,0.0,00:00:00
1002.1, -41.22,504.148, -34.597564,-58.387942,0.0,11:50:26
1002.2, -73.03,505.891, No data,No data,0.0,00:00:00
1004.0, -6.25,507.221, -34.597568,-58.387934,0.0,11:50:27
1003.6, -18.42,508.711, No data,No data,0.0,00:00:00
1006.2, -45.53,510.025, -34.597571,-58.387927,0.0,11:50:28
1009.3, 12.91,511.166, No data,No data,0.0,00:00:00
1010.1, -0.47,512.332, No data,No data,0.0,00:00:00
1010.8, 10.85,513.400, No data,No data,0.0,00:00:00
1013.6, 24.86,514.033, No data,No data,0.0,00:00:00
1012.9, 37.89,514.497, No data,No data,0.0,00:00:00
1013.1, 26.93,515.040, No data,No data,0.0,00:00:00
1015.6, 30.96,515.628, No data,No data,0.0,00:00:00
1016.1, 33.81,516.223, No data,No data,0.0,00:00:00
1013.6, 71.00,516.855, No data,No data,0.0,00:00:00
1013.9, 14.46,517.141, No data,No data,0.0,00:00:00
1014.9, -37.98,517.449, -34.597575,-58.387904,0.0,11:50:35
1014.3, 29.60,517.928, No data,No data,0.0,00:00:00
1012.4, 36.93,518.236, -34.597579,-58.387904,0.0,11:50:36
1009.2, 34.76,518.759, No data,No data,0.0,00:00:00
1005.8, 33.16,519.582, -34.597579,-58.387900,0.0,11:50:37
1006.5, 12.14,520.327, No data,No data,0.0,00:00:00
1005.0, 35.39,520.726, No data,No data,0.0,00:00:00
1004.2, 49.25,520.979, No data,No data,0.0,00:00:00
1003.3, 38.53,520.726, -34.597606,-58.387854,0.0,11:51:10
1004.1, 38.93,521.012, No data,No data,0.0,00:00:00
1003.4, 38.35,521.266, No data,No data,0.0,00:00:00
1027.5, -123.53,521.566, No data,No data,0.0,00:00:00
999.5, 33.19,521.867, No data,No data,0.0,00:00:00
998.2, 46.02,522.338, No data,No data,0.0,00:00:00
998.3, 37.44,522.650, No data,No data,0.0,00:00:00
1001.3, 41.65,522.322, No data,No data,0.0,00:00:00
1000.8, 40.14,521.894, No data,No data,0.0,00:00:00
1000.7, 13.41,521.530, No data,No data,0.0,00:00:00
1000.7, 32.47,521.205, -34.597625,-58.387820,0.0,11:59:25
1000.6, 33.03,520.818, No data,No data,0.0,00:00:00
1001.0, 3.13,521.155, No data,No data,0.0,00:00:00
1000.3, 30.41,521.463, No data,No data,0.0,00:00:00
999.9, 39.92,521.780, No data,No data,0.0,00:00:00
1001.5, 35.67,521.491, No data,No data,0.0,00:00:00
1000.6, 37.89,520.870, No data,No data,0.0,00:00:00
1001.1, 24.63,520.265, No data,No data,0.0,00:00:00
1000.9, 31.73,519.751, No data,No data,0.0,00:00:00
1000.6, 30.41,520.032, No data,No data,0.0,00:00:00
1001.6, 41.10,520.380, No data,No data,0.0,00:00:00
1000.3, 53.01,520.646, No data,No data,0.0,00:00:00
1019.5, 28.96,521.212, No data,No data,0.0,00:00:00
1019.5, 6.52,521.913, No data,No data,0.0,00:00:00
1017.9, -1.08,522.614, No data,No data,0.0,00:00:00
1017.1, 18.09,523.226, No data,No data,0.0,00:00:00
1015.7, 19.40,523.862, No data,No data,0.0,00:00:00
1015.6, 23.76,524.496, No data,No data,0.0,00:00:00
1014.2, 19.57,525.291, No data,No data,0.0,00:00:00
1013.7, 16.16,526.006, No data,No data,0.0,00:00:00
1009.7, 40.99,526.607, No data,No data,0.0,00:00:00
1010.4, 18.39,527.473, No data,No data,0.0,00:00:00
1010.2, -6.31,528.295, No data,No data,0.0,00:00:00
1008.6, -27.94,529.125, No data,No data,0.0,00:00:00
1006.6, 42.58,529.664, No data,No data,0.0,00:00:00
1006.2, 39.37,530.049, No data,No data,0.0,00:00:00
1007.1, -15.87,530.595, No data,No data,0.0,00:00:00
1006.8, 35.07,531.246, No data,No data,0.0,00:00:00
1008.6, 53.19,531.737, No data,No data,0.0,00:00:00
1007.9, 38.11,532.185, No data,No data,0.0,00:00:00
1009.7, 22.71,532.715, No data,No data,0.0,00:00:00
1012.4, -17.10,533.150, No data,No data,0.0,00:00:00
1013.7, 22.97,533.610, No data,No data,0.0,00:00:00
1015.0, 24.88,534.026, No data,No data,0.0,00:00:00
1015.3, 31.14,534.310, No data,No data,0.0,00:00:00
1014.0, 26.38,534.698, No data,No data,0.0,00:00:00
1015.4, 33.98,535.267, No data,No data,0.0,00:00:00
1017.5, 23.22,535.942, No data,No data,0.0,00:00:00
1018.7, 8.61,536.686, No data,No data,0.0,00:00:00
1018.5, 2.34,537.444, No data,No data,0.0,00:00:00
1020.3, 11.85,538.118, No data,No data,0.0,00:00:00
1017.7, -131.87,538.856, No data,No data,0.0,00:00:00
1018.4, 24.00,539.544, No data,No data,0.0,00:00:00
1015.8, -76.68,540.433, No data,No data,0.0,00:00:00
1014.7, 6.89,541.285, No data,No data,0.0,00:00:00
1013.9, -13.54,541.752, No data,No data,0.0,00:00:00
1015.0, -7.31,542.281, No data,No data,0.0,00:00:00
1016.2, -15.28,543.010, No data,No data,0.0,00:00:00
1015.1, 10.11,543.827, No data,No data,0.0,00:00:00
1016.4, -31.78,544.668, No data,No data,0.0,00:00:00
1016.8, -5.24,545.547, No data,No data,0.0,00:00:00
1013.2, 19.37,546.498, No data,No data,0.0,00:00:00
1007.7, -84.53,547.462, No data,No data,0.0,00:00:00
1003.5, 9.31,548.379, No data,No data,0.0,00:00:00
1001.2, -39.31,549.023, No data,No data,0.0,00:00:00
1001.3, -66.99,549.657, No data,No data,0.0,00:00:00
1005.0, -28.21,550.666, No data,No data,0.0,00:00:00
1010.3, -77.21,551.743, No data,No data,0.0,00:00:00
1006.1, 187.93,552.428, No data,No data,0.0,00:00:00
1010.4, 0.29,553.337, No data,No data,0.0,00:00:00
1008.7, -41.31,554.275, No data,No data,0.0,00:00:00
1008.2, 12.15,555.248, No data,No data,0.0,00:00:00
1008.2, -4.41,556.238, -34.597636,-58.387732,1.6,12:00:46
1006.9, -0.07,557.247, No data,No data,0.0,00:00:00
1006.2, 2.75,558.243, -34.597636,-58.387728,0.0,12:00:47
1006.0, -1.01,559.093, No data,No data,0.0,00:00:00
1006.9, 3.50,560.047, -34.597636,-58.387724,0.0,12:00:48
1009.7, 16.12,561.004, No data,No data,0.0,00:00:00
1011.9, -20.68,561.975, -34.597636,-58.387721,0.0,12:00:49
1012.0, -1.80,562.948, No data,No data,0.0,00:00:00
1011.4, -8.21,563.751, -34.597640,-58.387717,0.0,12:00:50
1011.9, 11.04,564.566, No data,No data,0.0,00:00:00
1009.6, -7.44,565.364, -34.597640,-58.387713,0.0,12:00:51
1014.4, -0.87,566.122, No data,No data,0.0,00:00:00
1017.8, 5.00,567.060, -34.597640,-58.387709,0.0,12:00:52
1020.2, -34.39,568.054, No data,No data,0.0,00:00:00
1023.2, -40.22,568.959, -34.597640,-58.387705,0.0,12:00:53
1024.7, -38.56,569.927, No data,No data,0.0,00:00:00
1025.7, -55.81,570.864, -34.597640,-58.387705,0.0,12:00:54
1026.8, -127.28,571.773, No data,No data,0.0,00:00:00
1023.4, -103.20,572.611, -34.597644,-58.387698,0.0,12:00:55
1022.4, 25.59,573.448, No data,No data,0.0,00:00:00
1019.9, -121.50,574.258, -34.597644,-58.387694,0.0,12:00:56
1019.5, -104.72,575.114, No data,No data,0.0,00:00:00
1015.6, -208.16,576.021, -34.597644,-58.387690,0.0,12:00:57
1014.1, -26.79,576.916, No data,No data,0.0,00:00:00
1013.4, -7.86,577.773, -34.597644,-58.387686,0.0,12:00:58
1013.5, -42.28,578.558, No data,No data,0.0,00:00:00
1008.6, -18.15,579.252, -34.597644,-58.387686,0.0,12:00:59
1007.4, 5.19,580.006, No data,No data,0.0,00:00:00
1006.2, -23.36,580.747, -34.597644,-58.387682,0.0,12:01:00
1006.0, -14.16,581.634, No data,No data,0.0,00:00:00
1006.1, -46.84,582.390, No data,No data,0.0,00:00:00
1006.8, -14.55,583.156, No data,No data,0.0,00:00:00
1007.1, -89.93,584.021, No data,No data,0.0,00:00:00
1010.1, -78.51,584.895, No data,No data,0.0,00:00:00
1010.0, -56.07,585.748, No data,No data,0.0,00:00:00
1010.4, 15.18,586.573, No data,No data,0.0,00:00:00
1009.2, -37.00,587.465, No data,No data,0.0,00:00:00
1010.0, -12.91,588.429, No data,No data,0.0,00:00:00
1009.6, -2.91,589.280, No data,No data,0.0,00:00:00
1011.7, -25.58,590.274, No data,No data,0.0,00:00:00
1012.5, -69.25,591.186, No data,No data,0.0,00:00:00
1013.0, -34.88,592.172, No data,No data,0.0,00:00:00
1014.8, -64.67,593.114, No data,No data,0.0,00:00:00
1017.5, -49.28,594.000, No data,No data,0.0,00:00:00
1019.7, -6.41,594.839, No data,No data,0.0,00:00:00
1018.2, -10.19,595.457, No data,No data,0.0,00:00:00
1016.3, -35.95,596.078, No data,No data,0.0,00:00:00
1014.7, 2.16,596.790, No data,No data,0.0,00:00:00
1012.6, -17.67,597.434, No data,No data,0.0,00:00:00
1012.3, -75.66,598.060, No data,No data,0.0,00:00:00
1010.6, 14.05,598.622, No data,No data,0.0,00:00:00
1010.1, -61.17,599.199, No data,No data,0.0,00:00:00
1008.0, -86.44,599.762, No data,No data,0.0,00:00:00
1005.2, 21.51,600.440, No data,No data,0.0,00:00:00
1006.8, -6.65,601.046, No data,No data,0.0,00:00:00
1005.2, -42.29,601.669, No data,No data,0.0,00:00:00
1002.9, 4.06,602.315, No data,No data,0.0,00:00:00
1002.1, -3.79,602.880, No data,No data,0.0,00:00:00
1001.4, -64.00,603.667, No data,No data,0.0,00:00:00
1001.3, -76.15,604.468, No data,No data,0.0,00:00:00
999.9, -50.09,605.349, No data,No data,0.0,00:00:00
1001.3, -33.70,606.246, No data,No data,0.0,00:00:00
1001.3, -32.21,607.167, No data,No data,0.0,00:00:00
1001.7, -25.11,608.087, No data,No data,0.0,00:00:00
1002.9, -62.22,608.944, No data,No data,0.0,00:00:00
1003.6, -32.48,609.667, No data,No data,0.0,00:00:00
1003.5, -55.52,610.435, No data,No data,0.0,00:00:00
1004.2, -51.99,611.136, No data,No data,0.0,00:00:00
1004.3, -60.25,611.859, No data,No data,0.0,00:00:00
1005.6, -15.27,612.526, No data,No data,0.0,00:00:00
1007.2, -45.01,613.283, No data,No data,0.0,00:00:00
1009.0, -36.43,614.072, No data,No data,0.0,00:00:00
1007.4, -66.27,614.917, No data,No data,0.0,00:00:00
1010.6, 11.60,615.804, No data,No data,0.0,00:00:00
1011.3, -72.00,616.834, No data,No data,0.0,00:00:00
1009.5, -37.02,617.743, No data,No data,0.0,00:00:00
1010.0, -73.04,618.753, No data,No data,0.0,00:00:00
1011.9, -41.64,619.851, -34.597667,-58.387610,0.0,12:01:25
1013.2, -45.10,620.954, No data,No data,0.0,00:00:00
1015.0, -67.34,621.873, -34.597667,-58.387606,0.0,12:01:26
1017.5, -36.76,622.771, No data,No data,0.0,00:00:00
1020.3, -85.01,623.577, -34.597671,-58.387602,0.0,12:01:27
1019.9, -165.63,624.253, No data,No data,0.0,00:00:00
1017.7, -25.37,624.961, -34.597671,-58.387599,0.0,12:01:28
1014.3, -37.58,625.819, No data,No data,0.0,00:00:00
1010.6, -25.93,626.738, -34.597671,-58.387595,0.0,12:01:29
1005.0, -54.85,627.652, No data,No data,0.0,00:00:00
1002.3, -45.72,628.489, -34.597671,-58.387591,0.0,12:01:30
995.7, -51.17,629.517, No data,No data,0.0,00:00:00
994.7, -27.71,630.506, -34.597674,-58.387587,0.0,12:01:31
993.9, -11.90,631.551, No data,No data,0.0,00:00:00
991.4, -29.46,632.556, -34.597674,-58.387583,0.0,12:01:32
992.1, -20.77,633.497, No data,No data,0.0,00:00:00
991.2, -49.08,634.435, -34.597678,-58.387579,0.0,12:01:33
990.1, 14.62,635.306, No data,No data,0.0,00:00:00
990.5, -3.88,635.978, -34.597678,-58.387576,0.0,12:01:34
990.9, 0.37,636.953, No data,No data,0.0,00:00:00
991.4, -42.05,637.972, -34.597682,-58.387568,0.0,12:01:35
992.2, -31.71,639.115, No data,No data,0.0,00:00:00
992.5, 18.35,640.128, -34.597682,-58.387564,0.0,12:01:36
991.7, -41.14,641.338, No data,No data,0.0,00:00:00
992.4, -58.97,642.484, -34.597682,-58.387560,0.0,12:01:37
993.2, -27.29,643.441, No data,No data,0.0,00:00:00
994.6, -25.84,644.178, -34.597686,-58.387557,0.0,12:01:38
992.8, -20.04,645.276, No data,No data,0.0,00:00:00
994.0, -3.91,646.291, -34.597686,-58.387553,0.0,12:01:39
994.7, -31.61,647.390, No data,No data,0.0,00:00:00
995.8, -47.08,648.515, -34.597686,-58.387545,0.0,12:01:40
997.8, -30.41,649.625, No data,No data,0.0,00:00:00
999.5, -20.57,650.636, -34.597690,-58.387541,0.0,12:01:41
1001.5, -33.52,651.731, No data,No data,0.0,00:00:00
1004.9, -36.84,652.800, -34.597690,-58.387538,0.0,12:01:42
1008.1, -36.02,653.845, No data,No data,0.0,00:00:00
1010.3, 200.90,654.677, No data,No data,0.0,00:00:00
1007.1, -50.83,655.619, No data,No data,0.0,00:00:00
1002.4, -101.87,656.655, No data,No data,0.0,00:00:00
1000.0, -9.57,657.735, No data,No data,0.0,00:00:00
1000.0, -35.71,658.633, No data,No data,0.0,00:00:00
996.8, -69.85,659.606, No data,No data,0.0,00:00:00
995.0, -25.48,660.646, No data,No data,0.0,00:00:00
993.9, -122.01,661.744, No data,No data,0.0,00:00:00
992.9, -5.39,662.810, No data,No data,0.0,00:00:00
991.7, -34.65,663.925, No data,No data,0.0,00:00:00
991.6, -3.89,665.062, No data,No data,0.0,00:00:00
992.0, -0.19,666.277, No data,No data,0.0,00:00:00
991.7, -61.52,667.413, No data,No data,0.0,00:00:00
991.8, -30.77,668.645, No data,No data,0.0,00:00:00
991.7, -60.41,669.833, No data,No data,0.0,00:00:00
991.4, -10.19,671.123, No data,No data,0.0,00:00:00
991.9, 3.15,672.328, No data,No data,0.0,00:00:00
993.3, -41.77,673.432, No data,No data,0.0,00:00:00
